player_name,country,minutes,goals,assists,shots,key_passes,progressive_passes,progressive_carries,successful_dribbles,tackles,interceptions,aerial_duels_won,pass_completion_pct,turnovers,club_level_score,recent_form_score,expected_minutes_score,non_penalty_goals,shots_in_box,touches_in_box,through_balls,crosses_into_box,shot_creating_actions_proxy,passes_into_final_third,carries_into_final_third,recoveries,pressures,long_passes,saves,clean_sheets,aerial_threat,xg_proxy,xa_proxy,yellow_cards,red_cards,recent_appearances,height_in_cm,market_value_score,tactical_fit_score,final_squad_selection_score,injury_availability_score,injury_severity_score,injury_status,recent_injury_count,is_injured,injury_source_url,caps,international_goals,data_source,data_refresh_date
Saeid Ezatolahi,Iran,0,0,0,0,0,2,1,0,1,1,1,77.8,1,48.9,24.2,63.2,0,0,0,0,0,0,1,1,2,2,1,0,0,1,0.0,0.0,,,0,190.0,31.9,64.1,100,6.0,94.0,Active: Collateral ligament injury; Groin injury,0.0,True,https://github.com/salimt/football-datasets,82,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Alireza Jahanbakhsh,Iran,531,0,0,6,3,19,9,3,4,3,2,76.3,4,62.0,37.0,77.1,0,4,9,1,4,3,12,5,7,10,1,0,0,2,0.2,0.08,3.0,0.0,16,183.0,47.0,70.8,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,98,17,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mohammad Mohebi,Iran,1771,3,3,31,20,55,30,11,10,9,6,76.7,12,55.1,65.5,61.1,3,21,50,5,15,26,36,16,18,34,4,0,0,9,3.39,2.6,5.0,0.0,31,186.0,49.7,62.5,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,36,14,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mehdi Taremi,Iran,1833,15,6,73,30,65,31,12,12,11,6,75.9,14,53.1,73.9,84.9,15,51,123,7,4,42,42,17,22,36,4,0,0,12,14.25,4.95,3.0,0.0,33,185.0,43.9,70.5,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,104,60,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mehdi Ghayedi,Iran,0,0,0,1,1,2,1,0,0,0,0,71.1,1,41.0,19.8,44.1,0,1,2,0,1,1,1,1,1,2,0,0,0,0,0.05,0.02,,,0,166.0,9.5,45.2,100,100.0,0.0,Available,,False,,29,10,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ali Alipour,Iran,0,0,0,1,1,2,1,1,0,0,0,74.0,1,49.3,24.5,27.2,0,1,2,0,0,1,1,1,1,2,0,0,0,0,0.05,0.02,,,0,181.0,33.2,36.6,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,13,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Payam Niazmand,Iran,0,0,0,0,0,1,0,0,1,1,1,75.6,0,61.1,23.8,32.5,0,0,0,0,0,0,1,0,1,1,1,2,0,1,0.0,0.0,,,0,194.0,29.6,46.8,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,15,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Hossein Kanaanizadegan,Iran,0,0,0,0,0,2,0,0,1,1,0,75.1,1,41.0,19.8,54.7,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0.0,0.0,,,0,,9.5,47.0,100,100.0,0.0,Available,,False,,64,6,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Saman Ghoddos,Iran,0,0,0,1,0,3,1,1,1,1,0,74.9,1,76.1,26.1,56.8,0,1,2,0,0,0,2,1,1,2,0,0,0,0,0.05,0.0,,,0,175.0,41.0,64.4,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,67,3,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Rouzbeh Cheshmi,Iran,0,0,0,1,0,2,1,0,1,1,0,75.1,1,41.0,19.8,48.4,0,1,2,0,0,0,1,1,1,2,0,0,0,0,0.05,0.0,,,0,,9.5,51.5,100,100.0,0.0,Available,,False,,40,3,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mehdi Torabi,Iran,0,0,0,1,1,2,1,0,1,1,0,71.1,1,41.0,19.8,50.5,0,1,2,0,1,1,1,1,1,2,0,0,0,0,0.05,0.02,,,0,184.0,9.5,48.7,100,100.0,0.0,Available,,False,,52,7,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Aria Yousefi,Iran,0,0,0,0,0,1,0,0,1,1,0,75.1,1,41.0,19.8,27.2,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0.0,0.0,,,0,,9.5,31.9,100,100.0,0.0,Available,,False,,13,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Amirhossein Hosseinzadeh,Iran,0,0,0,1,1,2,1,1,0,0,0,73.5,1,47.8,23.6,38.8,0,1,2,0,0,1,1,1,1,2,0,0,0,0,0.05,0.02,,,0,178.0,28.9,42.1,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,17,5,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ali Nemati,Iran,0,0,0,0,0,1,0,0,1,1,0,75.1,1,41.0,19.8,35.7,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0.0,0.0,,,0,,9.5,36.5,100,100.0,0.0,Available,,False,,16,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Shahriyar Moghanlou,Iran,0,0,0,1,1,2,1,1,0,0,0,73.8,1,61.9,24.2,42.0,0,1,2,0,0,1,1,1,1,2,0,0,0,0,0.05,0.02,,,0,187.0,31.9,44.5,100,100.0,0.0,Available,,False,,20,2,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mohammad Ghorbani,Iran,0,0,0,0,0,2,1,0,1,1,1,77.7,1,48.4,24.0,32.5,0,0,0,0,0,0,1,1,2,2,1,0,0,1,0.0,0.0,,,0,190.0,30.7,47.0,100,100.0,0.0,Available,,False,,15,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Hossein Hosseini,Iran,0,0,0,1,1,2,1,1,0,0,0,73.5,1,47.8,23.6,27.2,0,1,2,0,0,1,1,1,1,2,0,0,0,0,0.05,0.02,,,0,178.0,28.9,35.7,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,13,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ramin Rezaeian,Iran,0,0,0,0,0,2,1,0,1,1,0,73.0,1,46.6,22.9,58.9,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0.0,0.0,,,0,184.0,25.3,58.5,100,100.0,0.0,Available,,False,,73,7,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Dennis Eckert,Iran,1638,3,0,30,10,31,27,10,3,3,4,75.6,12,59.8,59.2,33.9,3,21,50,2,0,10,20,15,7,32,3,0,0,7,3.39,0.25,1.0,0.0,27,183.0,41.0,41.8,100,38.2,61.8,Active: Torn muscle fiber; muscle stiffness,0.0,True,https://github.com/salimt/football-datasets,0,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Danial Eiri,Iran,0,0,0,0,0,0,0,0,1,1,0,75.1,1,41.0,19.8,19.8,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,,,0,,9.5,27.8,100,100.0,0.0,Available,,False,,0,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Amirmohammad Razzaghinia,Iran,0,0,0,1,0,1,1,0,1,0,0,75.1,1,41.0,19.8,23.0,0,1,2,0,0,0,1,1,1,2,0,0,0,0,0.05,0.0,,,0,,9.5,37.6,100,100.0,0.0,Available,,False,,3,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Max Crocombe,New Zealand,180,0,0,0,0,3,1,0,2,1,1,73.6,1,45.2,30.4,42.9,0,0,0,0,0,0,2,1,3,3,2,5,0,1,0.0,0.0,0.0,0.0,2,194.0,21.3,48.9,100,100.0,0.0,Available,,False,,22,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Tim Payne,New Zealand,0,0,0,0,0,2,1,0,1,1,0,73.0,1,46.6,22.9,63.2,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0.0,0.0,,,0,179.0,25.3,56.8,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,49,3,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Francis de Vries,New Zealand,0,0,0,0,0,2,1,0,1,1,1,73.3,1,47.4,23.4,31.4,0,0,0,0,1,0,1,1,2,2,0,0,0,1,0.0,0.0,,,0,188.0,27.6,39.8,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,18,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Tyler Bindon,New Zealand,34,0,0,0,0,2,1,0,1,1,1,80.5,0,74.8,32.3,45.8,0,0,0,0,0,0,1,1,2,2,1,0,0,1,0.0,0.0,0.0,0.0,1,188.0,37.4,49.7,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,23,3,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Michael Boxall,New Zealand,0,0,0,0,0,2,0,0,1,1,1,76.4,1,51.2,21.9,67.4,0,0,0,0,0,0,1,0,2,2,1,0,0,1,0.0,0.0,,,0,188.0,20.0,58.1,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,61,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Joe Bell,New Zealand,243,0,3,1,10,5,2,1,3,2,1,79.5,1,50.0,51.0,61.1,0,1,2,3,2,16,3,1,5,5,3,0,0,1,0.05,2.35,0.0,0.0,3,182.0,35.0,61.6,100,100.0,0.0,Available,,False,,31,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Matthew Garbett,New Zealand,67,0,0,1,0,2,1,0,1,1,0,77.1,1,46.8,30.3,63.0,0,1,2,0,0,0,1,1,1,2,0,0,0,0,0.05,0.0,1.0,0.0,1,188.0,26.0,60.9,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,35,5,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Marko Stamenić,New Zealand,144,0,1,1,4,4,2,1,1,1,1,80.4,1,78.2,47.3,66.8,0,1,2,1,1,6,3,1,2,3,0,0,0,1,0.05,0.8,1.0,0.0,2,188.0,47.0,67.1,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,37,3,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Chris Wood,New Zealand,1144,5,0,31,7,46,22,8,8,7,4,78.7,7,84.4,64.8,83.4,5,22,54,1,0,7,30,12,14,22,4,0,0,7,5.0,0.18,0.0,0.0,20,191.0,64.8,79.8,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,88,45,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Sarpreet Singh,New Zealand,0,0,0,1,0,2,1,0,0,0,0,73.3,1,47.4,23.4,46.2,0,1,2,0,0,0,1,1,1,2,0,0,0,0,0.05,0.0,,,0,177.0,27.6,53.9,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,26,3,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Elijah Just,New Zealand,2396,7,8,52,39,61,34,13,14,13,4,73.3,20,46.0,71.1,79.8,7,36,85,10,23,55,40,19,26,47,3,0,0,8,7.26,6.57,2.0,0.0,32,175.0,23.6,71.6,100,100.0,0.0,Available,,False,,42,9,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Alex Paulsen,New Zealand,0,0,0,0,0,1,0,0,1,1,0,73.1,0,41.0,19.8,21.9,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0.0,0.0,,,0,184.0,9.5,34.9,100,100.0,0.0,Available,,False,,6,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Liberato Cacace,New Zealand,60,1,0,4,0,2,1,0,1,1,0,77.6,0,54.2,48.4,62.9,1,2,13,0,1,0,1,1,2,2,0,0,0,0,0.88,0.0,0.0,0.0,1,183.0,47.0,61.0,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,35,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Alex Rufer,New Zealand,0,0,0,0,0,2,1,0,1,1,0,77.3,1,47.4,23.4,42.0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0.0,0.0,,,0,184.0,27.6,49.6,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,24,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Nando Pijnaker,New Zealand,0,0,0,0,0,1,0,0,1,1,1,76.4,1,44.8,21.9,38.8,0,0,0,0,0,0,1,0,2,2,1,0,0,1,0.0,0.0,,,0,192.0,20.3,42.4,100,100.0,0.0,Available,,False,,23,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Finn Surman,New Zealand,0,0,0,0,0,1,1,0,1,1,1,79.7,0,54.9,24.0,29.3,0,0,0,0,0,0,1,1,2,2,1,0,0,1,0.0,0.0,,,0,190.0,30.7,39.3,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,17,2,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Kosta Barbarouses,New Zealand,0,0,0,1,1,3,1,1,1,1,0,73.1,1,46.8,23.1,69.5,0,1,2,0,0,1,2,1,1,2,0,0,0,0,0.05,0.02,,,0,171.0,26.0,64.4,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,74,10,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ben Waine,New Zealand,514,3,0,16,3,13,8,3,3,2,1,73.8,4,47.0,51.9,59.1,3,11,30,1,0,3,8,4,5,10,1,0,0,2,2.89,0.08,1.0,0.0,6,179.0,26.6,58.8,100,100.0,0.0,Available,,False,,30,9,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ben Old,New Zealand,0,0,0,0,0,2,1,0,1,1,0,73.3,1,64.9,23.4,34.6,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0.0,0.0,,,0,173.0,27.6,41.6,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,22,2,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Callum McCowatt,New Zealand,2053,9,2,52,17,56,30,12,12,10,5,75.7,14,52.0,70.6,66.1,9,34,81,4,1,21,36,16,22,38,4,0,0,9,8.72,1.82,1.0,0.0,27,179.0,41.0,67.6,100,100.0,0.0,Available,,False,,30,4,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Jesse Randall,New Zealand,0,0,0,1,1,2,1,0,0,0,0,72.8,1,46.0,22.6,26.1,0,1,2,0,1,1,1,1,1,2,0,0,0,0,0.05,0.02,,,0,176.0,23.6,42.1,100,100.0,0.0,Available,,False,,9,2,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Michael Woud,New Zealand,0,0,0,0,0,1,0,0,1,1,1,74.6,0,45.3,22.2,21.9,0,0,0,0,0,0,1,0,1,1,1,2,0,1,0.0,0.0,,,0,196.0,21.6,37.4,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,6,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ryan Thomas,New Zealand,2168,1,1,15,9,44,19,7,22,19,9,78.8,13,60.6,57.5,61.4,1,8,19,2,1,11,29,10,44,47,24,0,0,10,1.18,0.92,7.0,0.0,28,174.0,31.9,61.2,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,25,3,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Callan Elliot,New Zealand,0,0,0,0,0,1,1,0,1,1,0,72.7,1,45.6,22.4,26.1,0,0,0,0,1,0,1,1,1,2,0,0,0,0,0.0,0.0,,,0,177.0,22.7,35.9,100,100.0,0.0,Available,,False,,9,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Lachlan Bayliss,New Zealand,0,0,0,1,0,1,1,0,1,0,0,76.8,1,46.0,22.6,18.7,0,1,2,0,0,0,1,1,1,2,0,0,0,0,0.05,0.0,,,0,179.0,23.6,36.0,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,2,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Tommy Smith,New Zealand,22,0,0,0,0,2,0,0,1,1,1,76.4,1,44.6,28.5,72.0,0,0,0,0,0,0,1,0,2,2,1,0,0,1,0.0,0.0,0.0,0.0,1,187.0,19.6,60.5,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,56,2,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Vozinha,Cape Verde,0,0,0,0,0,2,0,0,1,1,0,73.1,0,41.0,19.8,69.5,0,0,0,0,0,0,1,0,2,1,1,2,0,0,0.0,0.0,,,0,,9.5,61.1,100,100.0,0.0,Available,,False,,85,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Stopira,Cape Verde,0,0,0,0,0,2,0,0,1,1,0,75.1,1,41.0,19.8,67.4,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0.0,0.0,,,0,,9.5,56.0,100,100.0,0.0,Available,,False,,60,4,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Diney,Cape Verde,0,0,0,0,0,1,0,0,1,1,0,75.1,1,41.0,19.8,50.5,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0.0,0.0,,,0,,9.5,46.7,100,100.0,0.0,Available,,False,,29,2,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Roberto Lopes,Cape Verde,0,0,0,0,0,1,0,0,1,1,0,75.1,1,41.0,19.8,61.0,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0.0,0.0,,,0,,9.5,52.4,100,100.0,0.0,Available,,False,,44,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Logan Costa,Cape Verde,28,0,0,0,0,3,1,0,1,1,1,85.2,0,87.9,40.1,55.2,0,0,0,0,0,0,2,1,2,2,1,0,0,1,0.0,0.0,0.0,0.0,2,190.0,76.6,62.7,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,26,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Kevin Pina,Cape Verde,2046,2,0,18,6,56,23,8,22,18,10,81.7,10,56.8,62.3,70.2,2,10,24,1,0,6,36,13,42,45,25,0,0,11,2.06,0.15,9.0,0.0,40,181.0,54.6,70.5,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,30,2,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Jovane Cabral,Cape Verde,1679,7,1,43,13,40,25,10,8,7,3,74.3,13,61.4,63.6,60.5,7,30,72,3,13,15,26,14,16,33,3,0,0,7,6.96,1.02,5.0,0.0,27,174.0,30.7,54.4,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,25,2,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
João Paulo,Cape Verde,0,0,0,0,0,2,1,0,1,1,0,75.1,1,41.0,19.8,58.9,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0.0,0.0,,,0,180.0,9.5,55.3,100,100.0,0.0,Available,,False,,40,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Gilson Benchimol,Cape Verde,1366,10,1,51,11,31,21,8,6,5,5,74.0,11,47.6,64.5,57.0,10,36,88,2,1,13,20,12,11,27,2,0,0,9,9.6,0.98,3.0,0.0,24,187.0,28.4,58.0,100,40.6,59.4,Active: unknown injury; Corona virus,0.0,True,https://github.com/salimt/football-datasets,21,5,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Jamiro Monteiro,Cape Verde,1456,2,3,17,15,37,15,6,13,12,4,78.3,10,59.8,57.9,76.4,2,10,24,4,2,21,24,8,25,28,2,0,0,5,2.06,2.47,0.0,0.0,23,175.0,29.6,68.9,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,53,5,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Garry Rodrigues,Cape Verde,0,0,0,1,1,2,1,0,1,1,0,72.8,1,55.6,22.5,65.3,0,1,2,0,1,1,1,1,1,2,0,0,0,0,0.05,0.02,,,0,173.0,23.2,55.6,100,56.2,43.8,Active: Corona virus; Contracture,0.0,True,https://github.com/salimt/football-datasets,59,9,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Márcio Rosa,Cape Verde,0,0,0,0,0,1,0,0,1,1,0,73.1,0,54.0,19.8,28.3,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0.0,0.0,,,0,184.0,9.5,38.5,100,100.0,0.0,Available,,False,,10,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Sidny Lopes Cabral,Cape Verde,1717,6,6,30,23,23,14,5,14,11,7,73.7,11,59.0,65.1,39.5,6,17,42,6,17,35,15,8,28,35,2,0,3,9,5.53,4.77,4.0,0.0,26,176.0,23.6,47.4,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,8,3,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Deroy Duarte,Cape Verde,0,0,0,1,0,2,1,0,1,1,0,78.0,1,61.0,24.5,53.6,0,1,2,0,0,0,1,1,1,2,0,0,0,0,0.05,0.0,,,0,177.0,33.2,57.1,100,100.0,0.0,Available,,False,,30,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Laros Duarte,Cape Verde,0,0,0,0,0,2,1,0,1,1,0,78.0,1,61.0,24.5,32.5,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0.0,0.0,,,0,180.0,33.2,45.5,100,100.0,0.0,Available,,False,,12,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Yannick Semedo,Cape Verde,0,0,0,1,0,1,1,0,1,0,0,75.1,1,41.0,19.8,28.3,0,1,2,0,0,0,1,1,1,2,0,0,0,0,0.05,0.0,,,0,,9.5,38.5,100,100.0,0.0,Available,,False,,10,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Willy Semedo,Cape Verde,0,0,0,1,1,2,1,1,1,0,0,73.5,1,55.6,23.6,56.8,0,1,2,0,1,1,1,1,1,2,0,0,0,0,0.05,0.02,,,0,185.0,28.9,52.0,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,36,2,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Telmo Arcanjo,Cape Verde,1388,1,0,20,8,35,23,9,6,5,3,76.3,10,67.2,54.2,48.7,1,14,33,1,10,8,23,13,11,27,3,0,0,5,1.48,0.2,0.0,0.0,32,180.0,47.0,51.2,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,14,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Dailon Livramento,Cape Verde,967,0,1,12,9,23,15,6,4,4,3,74.2,8,61.4,47.4,53.2,0,8,18,2,1,11,15,8,8,19,1,0,0,4,0.4,0.92,2.0,0.0,25,185.0,30.7,56.4,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,20,7,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ryan Mendes,Cape Verde,0,0,0,1,1,3,1,1,1,1,0,73.5,1,57.6,23.6,71.6,0,1,2,0,1,1,2,1,1,2,0,0,0,0,0.05,0.02,,,0,178.0,28.9,60.2,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,94,22,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Nuno da Costa,Cape Verde,1219,4,2,28,14,24,19,7,4,3,4,74.2,10,58.2,59.4,35.1,4,20,48,3,1,18,16,10,7,24,2,0,0,6,4.12,1.75,3.0,0.0,32,184.0,30.7,46.4,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,7,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Steven Moreira,Cape Verde,0,0,0,0,0,2,1,0,1,1,0,74.5,1,57.3,25.3,37.8,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0.0,0.0,,,0,180.0,37.4,49.3,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,18,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
CJ dos Santos,Cape Verde,0,0,0,0,0,1,0,0,1,0,1,75.7,0,54.9,24.0,18.7,0,0,0,0,0,0,1,0,1,1,1,2,0,1,0.0,0.0,,,0,194.0,30.7,37.4,100,100.0,0.0,Available,,False,,0,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Wagner Pina,Cape Verde,2444,0,7,13,28,60,29,11,20,17,11,78.7,11,69.2,72.8,51.6,0,7,16,8,23,42,39,16,41,49,8,0,5,12,0.35,5.6,4.0,0.0,31,180.0,62.2,61.8,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,12,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Kelvin Pires,Cape Verde,0,0,0,0,0,1,0,0,1,1,0,75.1,1,41.0,19.8,20.9,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0.0,0.0,,,0,,9.5,30.4,100,100.0,0.0,Available,,False,,4,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Hélio Varela,Cape Verde,0,0,0,1,1,2,1,1,0,0,0,74.2,1,57.8,24.9,39.9,0,1,2,0,1,1,1,1,1,2,0,0,0,0,0.05,0.02,,,0,176.0,35.0,43.9,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,19,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Nawaf Al-Aqidi,Saudi Arabia,0,0,0,0,0,1,0,0,1,1,0,73.1,0,46.9,19.8,42.0,0,0,0,0,0,0,1,0,2,1,1,2,0,0,0.0,0.0,,,0,186.0,9.5,46.0,100,100.0,0.0,Available,,False,,22,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ali Majrashi,Saudi Arabia,0,0,0,0,0,1,1,0,1,1,0,71.1,1,46.9,19.8,38.8,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0.0,0.0,,,0,169.0,9.5,36.2,100,100.0,0.0,Available,,False,,20,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ali Lajami,Saudi Arabia,37,0,0,0,0,1,0,0,1,1,0,75.1,1,46.9,26.8,45.9,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0.0,0.0,0.0,0.0,1,178.0,9.5,46.1,100,100.0,0.0,Available,,False,,20,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Abdulelah Al-Amri,Saudi Arabia,0,0,0,0,0,1,0,0,1,1,0,75.1,1,46.9,19.8,52.6,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0.0,0.0,,,0,183.0,9.5,49.8,100,100.0,0.0,Available,,False,,41,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Hassan Al-Tambakti,Saudi Arabia,0,0,0,0,0,2,0,0,1,1,0,75.1,1,46.9,19.8,58.9,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0.0,0.0,,,0,183.0,9.5,53.3,100,100.0,0.0,Available,,False,,51,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Nasser Al-Dawsari,Saudi Arabia,189,0,0,1,1,4,2,1,2,1,1,76.2,1,46.9,28.2,63.1,0,1,2,0,0,1,3,1,3,4,0,0,0,1,0.05,0.02,0.0,0.0,2,178.0,9.5,55.6,100,100.0,0.0,Available,,False,,42,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Musab Al-Juwayr,Saudi Arabia,15,0,0,1,0,2,1,0,1,1,0,75.1,1,46.9,26.4,55.0,0,1,2,0,0,0,1,1,1,2,0,0,0,0,0.05,0.0,0.0,0.0,2,178.0,9.5,51.2,100,100.0,0.0,Available,,False,,33,6,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
